,star_score,reple,date
106,10,"진짜 배우들이 사무치게 연기를 잘한다....장국영 눈에 맺힌 눈물, 웃는둣 우는듯한 표정도 굉장했고 특히 주샨의 그 배신당해 충격 받은 그 표정이 너무 충격적이어서 잊혀지질 않는다",2020-05-17 16:09:00
107,10,인생 명작. 중국 근현대사를 알고 보면 더욱 와닿을 것이다. 사회적 이데올로기와 시대의 변화에 끌려가는 사람들. 자신의 삶 그 자체였던 경극과 복잡한 현실의 사이에서 혼란을 느끼는 데이. 장국영의 연기는 최고였다.,2018-05-17 19:56:00
108,10,"마지막 부분, 데이가 천천히 고개를 돌리며 형언할 수 없는 눈빛으로 미소 지을 때 세상에 태어나 처음으로 느낀 감정이 들면서 엉엉 울었다. 아직도 그때의 장국영을 생각하면 여러가지 의미로 눈물이 난다.",2014-09-18 03:39:00
109,10,10년 후에 재개봉을 한다면 또다시 봐야하는 영화,2020-05-10 10:35:00
110,10,"영화를 보기 전 낯설고 어색하게만 보였던 청데이의 우희 분장이 끝으로 흘러갈수록 데이 그 자체가 되어갔다. 데이가 재판장에서 차라리 자길 죽이라고 소리치고 뒤돌아 샬로를 바라보는 장면은 곱씹을수록 마음을 아려오게 한다. 모든걸 내준 샬로에게도 배신당하고 우희 역마저 빼앗기고서 완벽히 혼자가 되어버린 데이가 모두 다 거짓말뿐이었다고 중얼거릴 때의 공허한 표정은 그의 인생을 다 비춰주는 것 같았다. 우아하면서도 비극적인 데이의 삶을 장국영은 완벽하게 표현했다. 대사 하나하나에서 그는 우희, 청데이 그 자체였다. 170분이 끝나지 않길 바라게 만드는 영화다. 장국영을 10여 년이 지나고 난 지금에도 스크린에서 볼 수 있다는 것이 너무 다행이다. 이 영화를 처음으로 극장에서 확장판으로 봤다는 게 너무 다행이다. 색감과 연출, 연기, 대사 하나하나 하나도 잊고 싶지 않다. 그렇게 계속 끊임없이 생각이 나는 영화다. ",2020-04-30 00:08:00
111,10,"말해 무엇하리 miss u,  Leslie",2016-04-07 00:53:00
112,10,"다시는 없을 배우, 다시는 없을 영화. 내 인생에 이 영화를 들여놓았다는 것만으로도 행복하다.",2020-05-09 15:40:00
113,10,비극으로 시작해 비극으로 끝난다. 영화에 나오는 모든 이들의 인생은 비극이었고 다신 이런 영화가 만들어질 수 없다는 것 또한 비극이다.,2020-05-06 06:08:00
114,10,장국영의 연기는 정말 최고,2017-03-30 23:35:00
115,10,이런 중국영화 다시 못 볼 것 같다,2020-05-11 18:17:00
116,10,보는 내내 영화의 에너지에 넋을 빼앗긴다... 그걸 이끄는 건 단연 장국영. 하지만 그걸 잡아주는 장풍의의 묵직함과 공리의 고요함 또한 결코 잊을 수 없다.... 개인적으로 처음엔 장국영에 넋이 나갔는데 시간이 갈수록 공리의 눈빛에 사로잡히게 된다 ,2018-11-27 15:13:00
117,10,영화 생각할때마다 눈물이 난다,2015-10-04 20:04:00
118,10,단언컨대 내가 본 영화 중 최고라고 말할 수 있다. 시대의 변화와 아픔을 경극이라는 소재와 세 사람의  이야기로 이렇게 풀어낼수있다니 .. 10대부터 30대까지 10번은 넘게 봤지만 볼때마다 새로운 감정이 들고 몰입이.. 장국영과 아역의 연기는 미쳤다 ,2019-08-19 06:59:00
119,8,왜 항상 우희만 죽어야하지?...,2018-04-09 13:54:00
120,10,극도로 아름답습니다. 인생의 영화중 하나,2017-03-23 15:18:00
121,10,"처음엔 아 중국영화다 했으나, 지금봐도 어색함이 없을만한 영화네.",2014-09-21 22:14:00
122,10,살아있다면 보세요,2020-05-20 16:17:00
123,8,중국의 근대사를 경극을 통해 잘 보여준 작품으로 장국영의 마지막 장면에서의 눈빛을 잊을 수 없다..,2015-08-19 22:44:00
124,10,처음본날 3번봄....내인생영화,2015-01-03 10:26:00
125,10,한 명의 패왕과 두 명의 우희 이야기,2015-10-26 01:41:00
126,10,말없이 10자채우고 가지요.,2014-03-27 22:39:00
127,10,세월을 거쳐 온 이 영화를 극장에서 처음 보았다. 장국영은 여전히 이 시대에 존재하는 배우다. 아름다운 새는 영원히 떨어지지 않을 것이다.,2020-04-17 02:02:00
128,10,아직 공산당이 지배하는 중국에서 이런 영화를 만든 것 자체가 대단하다고 생각한다. 가장 화려한 장면에서 가장 슬펐던 작품...,2020-05-13 13:34:00
129,9,93년도 작품이라는 사실이 믿기지 않을 정도의 완성도,2020-05-10 15:37:00
130,10,"영화 제목만 들어도 가슴이 아프다. 영화가 끝나도 극에서 빠져나오지 못한다,그처럼.  이 영화를 본 지 몇 년이 지나가지만 아직도 난 데이에 대한 향수에서 헤어나오질 못한다...장국영이 행복하길 기도한다.",2017-03-07 21:32:00
131,10,인생영화이자 장국영을 처음으로 알게해준 영화 대작명작,2016-06-30 08:07:00
132,10,아역  연기도 장난아니네요 장국영의 눈빛과몸짓을 잊을수가없다  오로지 경극과사랑밖에몰랐던 나약한인간의  죄값이 권력이라는 이름아래 너무나가혹하네,2016-04-17 02:02:00
133,10,"패왕별희,중국의 근대사,그리고 장국영.완벽한 콜라보",2015-03-24 21:18:00
134,10,내 인생 최고의 영화. 장국영이 보고싶다.,2015-01-01 07:53:00
135,5,장국영의 연기가 좋았다,2007-05-29 16:07:00
136,10,장국영의 영혼이 작 품 한곳에 머물러 있다면 바로 이 곳일 것이다,2018-05-12 23:13:00
137,10,여운이 쉽게 가시지 않는 영화 장국영의 눈빛이 잊혀지지 않는다,2016-05-24 01:28:00
138,10,세시간동안 넋을 놓고 봤던 영화. 배우의 연기 하나하나가 너무나도 섬세해서 실제로 저런 인물이 있었을 것만 같다.,2014-12-20 01:40:00
139,10,장국영의 길이길이 남을 영화,2014-12-20 01:37:00
140,10,장국영은 데이고 도즈다..,2014-12-19 20:05:00
141,10,세월이 흘러도 변함없는 명작. 경극이 인생의 전부였던 청데이에겐  너무도 가혹한 시대였다.,2020-05-07 18:32:00
142,9,김포공항 롯데시네마  4시 20분 영화 h10번 9번 앉은 커플새1끼들 존1나 시끄럽고 핸드폰은 대체 왜 쳐 꺼낸건지 이해가 안가네 특히 여자분 제발 영화볼때는 입닥치고 보세요,2020-05-03 20:30:00
143,10,장국영이머릿속에서온종일머무름ㅠㅠ,2015-07-09 23:09:00
144,10,이 영화가 왜 명작인지 모르겠다고 생각하시는 분들은 자신의 지능에 문제가 있다는 걸 깨닫고 조용히 정신병원으로 걸어가시면 됩니다....,2020-05-02 22:11:00
145,10,"샬로가 인민들 앞에서 데이를 비판할 때, 원데이에게 몸을 주었다는 수치스러운 비밀을 이야기할때조차 데이는 쥬산만을 욕할 뿐, 샬로를 욕하지 않았다. 그만큼 데이에게는 경극과 샬로가 인생의 전부였다. 하지만 쥬산에게도 샬로가 인생의 전부였다. 샬로가 자기를 배신하자 바로 목숨을 버렸으니... 두 사랑 모두 지독하고 가슴아프다ㅜ ",2020-05-28 17:04:00
146,10,대체...역사가 달라서 공감이 안간다는 놈들은 뭐냨ㅋㅋ우리는 그 시절에 민주주의 잘 지키고 잘 지냈는줄 아나보넼ㅋㅋㅋ,2020-05-16 21:51:00
147,10,전통극을 대하는 시대상황별 변화를 극렬하게 보여주는 배우들의 연기에 푹 몰입이된 좋은영화입니다.,2020-05-15 19:08:00
148,10,가장 완벽한 영화중 하나,2018-12-23 20:05:00
149,10,영화가 끝나고 크레딧이 올라갈때 인생이란 거대한 꿈을 한바탕 꾼 느낌이었어요. 역사의 큰 흐름 속에서 개인의 삶은 나약할 수밖에 없구나. 장국영이 영화에서 재앙은 우리가 한발짝씩 다가가는 인과응보같은 것이라고 한 말이 마음을 쓸고 가네요. ,2017-05-14 04:22:00
150,10,장국영의 연기는 언어를 초월한다이 영화 죽기 전에 꼭 봐야함,2017-03-30 15:30:00
151,10,전무후무급 영화가 몇 있는데 그 중 하나,2016-10-11 04:36:00
152,8,장국영 눈이 말해주는 영화,2015-03-15 04:54:00
153,10,역사적 혼란기 개인의 혼란 사회의 혼란,2014-12-06 22:45:00
154,10,영화가 재밌을수도 있다는걸 처음 일깨워주고 일주일간을 내내 패왕별희 생각만 하게 만든 영화,2013-04-16 14:19:00
155,10,제가 당신을 기억합니다.사랑해요.,2018-04-01 14:09:00
156,7,보고 나서 너무 우울하다. 차라리 안볼껄 그랬다...,2017-04-01 15:17:00
157,10,이 영화를 본 후 나에게 패왕은 우희(장국영)이었다.,2013-12-25 04:49:00
158,10,'인생 최고의 영화'라는 말은 이런 영화에 어울리는 것이다,2013-05-26 22:17:00
159,9,왜 장국영이 그리도 아름답다 소리 듣는지 90년생은 이제야 알거같다.,2012-03-28 20:00:00
160,10,"한참을 멍하게 만든 영화, 슬프도록 아름다운 영화다. 길이길이 남을 대작.",2014-07-15 04:28:00
161,8,아역들의 연기가 무서울정도로 잘했다.,2020-05-21 13:36:00
162,10,20여년 흘러 다시보니 장국영이 아직도 살아있는듯합니다. 잔인하리만치 지난한 예술의 여정과 굴곡진 역사의 파고에 살아남아야하는 개개인의 삶이 위태하게 이어지는 숨돌릴 틈이 없는 긴장의 연속입니다.성인이 되어 다시 찾은 영화지만 영화속의 불안함이지금의 현실과 오버롭됩니다.  어차피 삶이란 끊임없는 변곡점으로 이어지고 자신의 지향점이 무엇이든  헤쳐나가 지극한 아름다움을 완성해야겠죠. ,2020-05-15 18:58:00
163,10,패왕별희 자체가 그를 향한 그들을 위한 격변하는 삶의 이야기인거 같다. 내 인생의 최고의 영화!! 보면 볼수록 동화되어가고 그 깊이를 느낄 수 있어서 마음까지 오랫동안 아려온다. 장국영 - 데이!!!,2020-05-15 00:29:00
164,10,와.. 마지막에 눈물나고 보고나서 후유증이 엄청납니다,2020-05-21 00:04:00
165,10,영화 한편 보고나니까 인생을 다산거같다.,2019-11-08 13:35:00
166,10,시진핑 OOO야 너 때문에 이제 이런 영화 안나오는거야 이 OO은 놈아,2019-05-31 00:43:00
167,9,호랑이는 죽어서 가죽을 남긴다더니...장국영 그는 패왕별희를 남기었다...,2017-05-01 01:09:00
168,10,이 영화를 평하는거 자체가 실례다.,2017-01-18 23:48:00
169,9,영화분위기가 장난아니다. 헤어나오기힘들만큼의 강한 영감을 준다. 두고두고 또 보고싶고 볼수록 다가오는 의미가 커질듯하다. 데이가 행복했으면좋겠다.,2016-02-15 00:50:00
170,10,마지막장면 3번돌려봄 그리고 벅차오르는 카타르시스,2016-02-14 04:39:00
171,10,울고 싶을 때는 울 수 밖에....,2016-01-08 02:00:00
172,10,볼떄마다 보는 느낌이 다른 영화. 장국영을 위한 영화이자 장국영이기에 가능한 영화이다.,2015-07-17 23:13:00
173,9,장국영의 연기와  첸카이거 감독의 연출력은 상상 이상이였다 . 장국영이 너무 아깝다 보고싶네,2014-11-23 01:08:00
174,10,그당시의 경극과 각 사건들을 다루어 역사적으로 도움이 되었다. 특히  경극의 쇠퇴까지 잘 보여주고 있다.경극을 하면서 자신의 정체성에 혼란을 겪은 데이의 역할도 정말 감명깊었다.다시보니 추천하고 싶은 영화중 하나로 생각한다. ,2014-05-28 22:25:00
175,10,명작중명작,2013-07-19 15:46:00
176,10,역시...우리꺼거!!! 스토리 괜찮고 .. !! 굳굳,2013-05-08 03:20:00
177,10,"이 영화는 모택동(마오쩌둥) 문화혁명 시대를 다룬 시대극이다. 경극을 하는 남녀간의 애정을 모티브로 했지만, 사실 영화는 문화혁명 당시 부루주아가 홍위병에 의해 무차별하게 공개처형되던 당시를 보여주고 있다. 홍위병(공산당원)이 나타나 공개처형 대상이 되버리면 자기 살겠다고 부모고, 형제고 자신이 사랑하던 연인까지도 모두 부정하며 덮어씌우기를 하던 잔인한 시대를 보여주고 있다. 그 시대를 살면서 사랑의 허무함, 인생의 덧없음을 여실하게 보여주고 있는 수작이다. ",2020-05-02 14:45:00
178,10,무슨 말이 필요하지. 장국영 자체가 청데이다.,2016-02-09 19:31:00
179,10,10점준2번째영화최고,2014-12-06 20:52:00
